id_country,day,prec,presMax,presMin,tmax,tmed,tmin,velmedia,catch_for_day,id_place
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,1,50
11,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,13,1
2,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,1,48
11,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,10,10
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,16,15
12,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,2,16
3,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,8,26
11,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,5,28
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,16,15
6,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,13,0
9,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,4,3
18,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,4,34
6,19,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1,10,12
15,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,5,1
15,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8,3,32
1,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,2,32
1,27,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7,8,2
6,20,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4,9,7
1,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,13,0
14,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,3,42
11,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,13,1
10,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8,11,0
1,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,7,11
2,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,4,34
15,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,8,32
6,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,16,12
15,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,12,12
6,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,13,12
1,3,7.1,1009.7,1006.5,20.1,18.9,17.7,1.7,1,20
9,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,6,13
11,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,9,7
3,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,7,15
26,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,4,28
1,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,4,46
10,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,9,34
1,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,4,3
6,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,13,0
9,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,13,12
17,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,5,2
1,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,7,11
1,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,7,32
1,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,14,10
10,19,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1,5,3
11,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,16,15
17,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,6,7
14,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,3,42
10,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,6,15
9,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,4,34
18,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,6,4
11,2,1.1,1012.9,1008.8,23.0,20.7,18.4,3.3,11,12
15,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,6,8
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,16,15
17,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,6,7
1,20,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4,13,12
15,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,7,4
15,20,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4,10,13
18,23,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4,3,17
11,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,10,0
15,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,6,8
10,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,4,31
12,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,6,16
1,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,2,19
1,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,4,3
15,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,1,32
15,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,7,20
18,24,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4,8,6
15,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,7,20
18,27,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7,2,10
17,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,5,15
3,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,4,26
1,27,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7,1,27
11,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,18,13
11,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,8,8
12,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,2,32
9,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,12,1
11,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,13,0
6,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,10,12
1,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,7,27
10,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,6,13
9,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,12,1
9,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,9,7
1,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,17,12
15,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,8,4
11,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,10,15
1,27,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7,4,32
10,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,5,28
6,23,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4,9,12
8,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,11,15
15,24,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4,11,7
9,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,5,28
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,5,2
3,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,2,26
1,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,7,32
11,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,9,15
1,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8,6,15
13,24,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4,1,5
10,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,6,34
15,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,7,22
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,4,32
18,24,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4,8,6
1,24,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4,10,15
11,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,11,7
14,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,1,24
1,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,2,2
14,7,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1,6,13
15,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,6,8
11,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,2,14
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,4,34
3,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,8,26
9,7,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1,6,13
1,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,4,22
3,24,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4,1,26
15,20,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4,3,9
1,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,7,32
2,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,1,44
8,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,8,10
10,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,5,31
9,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8,7,13
18,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8,4,34
11,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,9,15
14,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,7,9
14,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,11,15
14,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,3,31
11,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,4,9
11,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,1,43
11,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,2,14
6,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,6,3
1,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,10,13
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,16,15
6,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,10,12
9,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,3,28
11,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,8,4
17,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,2,40
1,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,7,27
9,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,14,7
7,7,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1,7,6
25,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,15,7
1,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,2,44
16,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,11,3
1,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,11,15
1,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,4,6
9,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,15,7
15,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,5,32
15,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,1,6
9,27,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7,2,10
11,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,11,12
1,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,2,45
9,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,2,19
18,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,2,35
16,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,2,16
1,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,6,3
16,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,11,3
10,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,2,45
10,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8,7,10
16,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,8,10
2,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,2,44
10,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,8,15
8,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,11,15
11,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8,11,0
15,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8,2,9
1,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,2,50
1,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,8,6
12,19,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1,3,24
1,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,8,6
1,24,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4,10,15
7,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8,2,17
18,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,2,35
11,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,5,37
11,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,7,9
16,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,7,20
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,16,15
1,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,7,0
10,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,11,12
15,8,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6,12,12
15,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,14,10
17,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,5,15
11,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8,12,13
3,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,4,32
20,7,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1,7,15
1,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,8,15
10,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,11,12
18,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,5,7
1,20,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4,12,10
1,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,5,32
19,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,9,34
1,24,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4,3,18
1,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,7,3
15,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,6,8
9,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,1,31
18,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,1,31
15,24,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4,7,28
1,19,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1,8,14
12,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,1,51
18,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,1,2
1,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,7,3
11,2,1.1,1012.9,1008.8,23.0,20.7,18.4,3.3,3,26
12,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,8,32
1,24,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4,10,15
2,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,2,36
8,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,12,12
14,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,23,15
19,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8,14,10
1,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,11,15
8,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,12,12
11,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,10,0
18,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,1,18
11,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,5,6
1,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,13,15
9,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,5,2
11,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,8,8
1,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,3,50
3,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,2,26
20,7,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1,8,4
10,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,10,8
15,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,7,32
15,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,2,47
11,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,6,8
11,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,13,4
1,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,7,0
9,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,3,28
1,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,8,7
12,3,7.1,1009.7,1006.5,20.1,18.9,17.7,1.7,2,10
1,27,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7,3,42
1,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,2,37
11,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,7,10
14,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,11,15
11,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,6,8
1,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,7,15
8,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,5,16
11,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,11,12
1,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,11,12
15,8,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6,2,19
1,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,6,13
3,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,8,15
14,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,5,16
15,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,7,27
11,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,9,15
1,7,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1,7,6
1,7,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1,8,4
9,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,8,7
1,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,7,27
15,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,2,47
11,2,1.1,1012.9,1008.8,23.0,20.7,18.4,3.3,3,15
10,8,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6,14,0
15,24,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4,7,28
1,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,2,40
1,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,5,3
1,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,8,26
1,23,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4,3,3
19,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,10,4
11,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,2,9
1,3,7.1,1009.7,1006.5,20.1,18.9,17.7,1.7,9,34
1,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,3,21
18,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,16,15
11,7,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1,4,26
11,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,8,13
1,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,3,40
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,12,12
2,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,8,34
11,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,14,7
15,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,4,7
18,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,1,37
13,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,4,6
15,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,8,32
14,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,6,20
12,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,8,32
14,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,5,16
13,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,7,6
1,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,2,40
15,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8,6,3
1,7,0.8,1010.9,1005.6,22.7,20.8,19.0,1.1,4,26
19,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,7,32
1,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,7,15
13,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,6,6
1,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,13,0
19,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,6,46
11,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,13,12
9,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,13,15
10,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,5,6
1,3,7.1,1009.7,1006.5,20.1,18.9,17.7,1.7,9,34
6,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,4,28
15,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,7,1
1,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,8,26
1,8,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6,2,19
11,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,10,12
1,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,11,12
1,8,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6,12,12
1,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,4,13
11,2,1.1,1012.9,1008.8,23.0,20.7,18.4,3.3,3,26
2,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,13,12
1,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8,3,19
1,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,5,3
3,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,3,26
1,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,10,10
1,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,3,23
1,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,11,15
10,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,11,0
11,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,2,26
11,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,11,15
8,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,5,16
3,23,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4,8,10
1,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,3,32
6,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,7,12
1,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8,6,1
19,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,7,32
10,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,1,9
9,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,10,10
1,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,4,6
1,23,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4,7,28
8,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,13,12
11,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,11,12
6,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,8,12
15,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,2,6
15,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,6,8
2,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8,2,9
14,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,7,9
9,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,5,28
18,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,7,1
18,2,1.1,1012.9,1008.8,23.0,20.7,18.4,3.3,8,0
19,8,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6,2,16
26,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8,4,20
1,23,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4,7,28
11,23,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4,9,12
11,19,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1,5,3
7,8,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6,2,37
11,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,12,12
12,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8,2,32
10,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,10,12
15,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,7,15
16,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,2,16
14,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,4,27
11,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,9,7
1,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,3,32
14,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,4,26
15,19,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1,3,32
1,20,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4,3,17
9,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,10,0
1,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,4,6
11,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,7,1
10,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8,7,10
11,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,10,13
1,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,5,32
6,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,7,12
3,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,6,27
14,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,3,26
1,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,8,13
11,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,4,26
13,3,7.1,1009.7,1006.5,20.1,18.9,17.7,1.7,2,27
7,8,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6,6,13
11,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,2,26
3,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,4,28
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,18,13
14,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,12,12
16,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,5,34
14,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,12,12
11,20,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4,2,21
1,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,4,26
1,2,1.1,1012.9,1008.8,23.0,20.7,18.4,3.3,3,15
9,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,3,32
11,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,3,26
19,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,3,22
10,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,5,31
14,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,4,5
3,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,4,28
15,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,4,32
11,23,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4,1,26
1,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,6,4
